carat,cut,color,clarity,depth,table,price
0.71,Fair,I,VS1,64.5,56.0,2104
0.7,Good,D,VVS2,63.3,54.0,3267
0.32,Good,D,SI1,63.1,57.0,589
1.01,Very Good,H,VVS2,63.3,57.0,6097
0.41,Premium,D,SI2,61.2,59.0,683
1.2,Ideal,F,VS1,62.9,53.0,9032
0.7,Premium,D,SI1,59.8,57.0,2589
0.32,Ideal,J,IF,62.2,56.0,533
0.31,Ideal,E,VS2,62.9,56.0,872
1.39,Premium,I,SI2,61.9,59.0,4826
0.9,Very Good,E,VS1,62.3,56.0,5001
0.44,Premium,G,SI1,61.9,58.0,990
0.33,Ideal,F,VS2,62.1,54.0,854
0.51,Very Good,H,VS1,63.4,57.0,1437
0.51,Ideal,D,SI2,61.9,56.0,1264
0.41,Ideal,G,VVS2,61.0,57.0,1076
0.72,Very Good,F,VS1,62.2,57.0,3229
0.9,Ideal,G,SI1,61.6,57.0,4001
0.4,Premium,H,VVS2,60.6,60.0,1125
1.01,Very Good,G,VVS2,63.2,59.0,7665
0.9,Very Good,G,SI2,62.1,58.0,3303
0.41,Premium,G,VS1,61.9,58.0,899
1.14,Ideal,H,SI1,61.6,57.0,5003
0.31,Ideal,E,VVS1,62.4,56.0,1028
1.0,Very Good,H,VVS1,63.5,60.0,6296
0.3,Ideal,I,VVS1,62.3,55.0,709
0.35,Ideal,G,IF,60.2,57.0,959
1.0,Premium,G,VS2,62.1,58.0,5242
1.01,Premium,F,SI1,61.8,59.0,4989
0.4,Very Good,D,VS1,62.9,55.0,1004
0.27,Very Good,E,VVS2,61.9,58.0,575
0.7,Ideal,G,SI2,61.4,57.0,2232
0.41,Ideal,G,IF,61.7,56.0,1367
0.31,Ideal,F,VS2,61.5,56.0,625
0.9,Very Good,J,SI1,63.4,54.0,2834
0.71,Ideal,I,IF,61.5,56.0,2925
0.9,Very Good,H,VVS2,62.4,58.0,4740
0.83,Good,F,SI2,63.7,59.0,1968
0.53,Ideal,E,VS2,60.8,56.0,1956
0.31,Ideal,E,VS1,60.9,57.0,942
0.67,Ideal,G,SI1,62.9,54.0,1809
0.7,Premium,I,VS2,60.8,59.0,2268
0.59,Ideal,G,VVS2,62.6,57.0,2125
1.1,Premium,H,SI2,62.6,57.0,4435
0.41,Premium,E,SI1,61.5,61.0,904
1.03,Good,J,SI2,64.1,62.0,3149
0.91,Ideal,E,SI2,60.8,56.0,3968
1.73,Premium,F,SI2,62.4,60.0,9494
0.9,Very Good,G,VS2,62.4,61.0,4210
1.01,Very Good,G,SI2,63.0,58.0,3966
0.91,Premium,E,VS2,62.3,58.0,5055
0.76,Premium,H,SI1,59.8,57.0,2227
0.31,Ideal,D,VS2,59.0,57.0,942
1.13,Ideal,G,VVS2,61.6,57.0,10396
0.38,Ideal,E,VVS2,59.9,61.0,1008
1.2,Ideal,J,SI1,62.1,55.0,5002
1.24,Premium,J,VS2,61.4,59.0,5026
0.72,Ideal,G,SI2,61.9,57.0,2068
0.33,Ideal,G,VVS2,62.7,55.0,752
0.52,Ideal,D,VS2,62.6,56.0,1822
1.5,Very Good,I,VS2,60.1,60.0,8974
0.32,Ideal,E,VS1,61.4,55.0,713
1.0,Good,E,SI2,63.5,56.0,4620
1.01,Premium,E,SI1,61.0,59.0,5646
1.21,Very Good,H,SI1,62.8,56.0,6022
0.4,Premium,E,SI1,60.9,60.0,945
1.59,Premium,I,VS2,60.2,60.0,10222
1.0,Good,G,SI1,63.1,56.0,4218
0.31,Ideal,D,VS2,60.7,57.0,803
0.31,Ideal,D,VVS2,61.9,56.0,779
1.32,Very Good,F,VS1,60.3,57.0,10575
0.31,Ideal,G,SI1,63.0,56.0,593
0.72,Very Good,D,VS1,59.4,56.0,3619
0.71,Ideal,E,VS2,62.0,57.0,3191
0.3,Ideal,F,VVS1,61.7,58.0,814
1.18,Very Good,D,SI1,61.7,57.0,7093
0.41,Ideal,F,VS2,62.6,57.0,1107
0.71,Ideal,F,VS1,61.9,56.0,3799
0.37,Premium,E,VS2,60.6,58.0,971
0.3,Premium,E,VVS2,61.8,58.0,1013
0.7,Ideal,H,SI1,61.2,56.0,2184
0.52,Very Good,I,SI1,63.3,55.0,1073
1.13,Premium,F,SI1,60.6,60.0,5581
0.41,Ideal,G,VS2,60.9,56.0,949
0.33,Premium,E,VS2,61.7,60.0,928
0.51,Premium,G,VVS2,61.7,58.0,1974
0.24,Very Good,E,VVS2,62.2,60.0,485
1.15,Ideal,I,SI2,61.3,57.0,5216
0.83,Very Good,D,SI1,63.5,54.0,2811
0.51,Ideal,G,VVS1,61.4,55.0,2027
0.31,Ideal,G,VS1,61.6,55.0,596
0.32,Ideal,E,VS2,62.1,55.0,900
0.81,Ideal,I,SI1,62.2,57.0,2323
0.91,Very Good,G,VS1,63.4,54.0,4209
0.43,Very Good,F,VS2,61.1,57.0,905
0.71,Ideal,G,SI1,61.4,57.0,2136
0.34,Ideal,G,VS2,61.7,56.0,596
0.59,Ideal,G,VS2,61.9,56.0,1844
1.0,Good,H,SI2,63.2,59.0,3874
0.38,Ideal,F,IF,62.2,54.0,1218
1.51,Premium,I,VS2,59.9,60.0,10010
0.27,Ideal,E,VVS2,62.1,57.0,799
0.33,Very Good,E,SI2,60.0,59.0,463
0.79,Very Good,F,SI1,62.7,60.0,2878
0.23,Very Good,E,VVS1,62.2,57.0,583
1.01,Premium,G,VS2,61.2,59.0,5131
0.82,Ideal,F,SI1,62.6,57.0,2974
0.5,Ideal,G,VVS1,62.2,56.0,1897
0.33,Premium,G,VS2,61.4,60.0,743
0.27,Ideal,H,VS1,62.3,54.0,500
0.31,Premium,H,VVS1,61.9,58.0,907
0.41,Ideal,F,SI2,61.6,54.0,612
1.12,Premium,H,SI1,61.2,59.0,4641
0.31,Ideal,E,VS1,60.2,56.0,804
1.31,Ideal,I,VS1,62.2,57.0,7751
1.02,Ideal,J,SI1,62.8,54.0,3856
0.35,Ideal,F,VVS1,61.5,55.0,945
0.33,Ideal,H,IF,61.6,55.0,838
1.03,Ideal,I,SI1,62.2,58.0,4434
1.07,Ideal,G,VS1,61.4,57.0,7222
0.62,Very Good,H,SI1,60.1,61.0,1446
0.42,Ideal,E,SI2,62.4,55.0,898
0.65,Very Good,D,VVS2,59.9,58.0,3056
0.9,Fair,H,VS2,64.6,54.0,3725
1.21,Very Good,H,VS1,62.3,58.0,7246
0.24,Very Good,E,VVS2,60.6,62.0,478
0.3,Ideal,F,VS1,61.3,55.0,731
0.77,Ideal,F,VS1,61.2,56.0,3647
0.41,Very Good,J,VS2,63.4,56.0,784
0.5,Premium,E,VS2,61.4,59.0,1746
0.29,Very Good,D,VVS2,62.3,59.0,664
0.7,Very Good,H,SI2,61.5,63.0,1999
1.51,Very Good,J,SI2,63.2,58.0,6171
0.9,Ideal,F,VS2,61.6,57.0,5141
1.01,Very Good,G,SI1,63.5,60.0,4672
0.72,Very Good,E,SI1,63.1,60.0,2608
1.02,Very Good,J,SI2,63.4,56.0,3599
0.32,Ideal,I,VS1,61.4,55.3,529
0.74,Ideal,F,SI1,61.2,56.0,2889
1.2,Ideal,H,SI1,62.5,56.0,6742
1.01,Ideal,J,VS2,61.1,56.0,4617
1.0,Very Good,G,SI1,59.3,63.0,4741
0.24,Very Good,H,VVS2,60.7,58.0,432
0.75,Premium,D,SI1,62.8,60.0,2903
0.43,Premium,G,VVS1,60.3,58.0,1207
0.7,Ideal,F,VS1,61.2,56.0,3662
0.41,Ideal,D,VS1,61.6,55.0,921
0.76,Good,I,SI1,64.1,59.0,2016
0.39,Ideal,G,VVS1,62.4,53.6,1008
0.31,Ideal,F,VS1,60.6,56.0,680
0.7,Good,F,VVS1,59.9,62.0,3206
0.31,Premium,H,VS1,61.4,61.0,698
0.9,Premium,H,VS2,61.7,59.0,4266
0.32,Premium,G,VS2,61.2,59.0,561
0.51,Ideal,D,SI2,62.8,57.0,1359
0.71,Very Good,J,VS2,59.0,61.0,1922
0.5,Premium,F,VVS2,60.6,58.0,1814
0.33,Ideal,E,SI1,61.5,55.0,532
0.3,Ideal,E,VVS1,60.5,57.0,956
1.0,Premium,H,SI1,61.8,59.0,4150
1.6,Very Good,H,SI1,63.2,55.0,9946
1.12,Ideal,F,VS1,62.1,54.0,9030
0.33,Premium,G,VS1,60.5,58.0,666
0.9,Good,D,VS2,62.6,62.0,4739
0.36,Ideal,F,VS2,62.0,55.0,726
1.01,Very Good,E,VVS2,62.8,56.0,9089
0.39,Ideal,E,VS2,61.4,56.0,796
0.61,Very Good,H,VVS2,60.5,57.0,1970
0.68,Premium,G,SI1,61.9,60.0,1749
0.55,Ideal,E,VS1,61.5,56.0,2220
0.57,Good,F,VS2,62.8,62.0,1642
0.3,Ideal,E,VS2,61.5,55.0,844
0.5,Very Good,F,SI2,63.5,58.0,1094
0.55,Ideal,F,VS2,62.0,56.0,1636
0.58,Ideal,H,VS1,61.2,55.0,1671
0.57,Premium,G,VS1,62.4,58.0,1851
0.71,Very Good,G,SI2,63.2,59.0,2107
1.01,Very Good,I,SI2,63.7,57.0,3998
0.32,Ideal,E,VVS1,61.7,55.0,879
0.53,Ideal,E,VS2,61.5,56.0,1676
1.19,Ideal,G,VVS2,60.8,55.0,9383
1.24,Premium,D,VS2,59.3,58.0,9738
0.36,Ideal,H,VS2,62.1,55.0,568
0.39,Good,F,VVS2,63.5,58.0,990
1.21,Ideal,F,SI1,62.3,55.7,7546
0.31,Good,F,SI1,63.1,57.0,516
1.31,Ideal,H,SI2,62.3,56.0,6225
1.0,Premium,F,SI2,62.4,56.0,3977
0.3,Very Good,G,VVS2,63.2,57.0,878
0.93,Ideal,I,SI1,62.0,57.0,2917
1.03,Ideal,H,SI2,62.4,57.0,3172
0.9,Very Good,I,VS2,59.3,59.0,3992
1.01,Very Good,D,SI2,59.9,61.0,5252
1.33,Premium,H,VS2,60.7,59.0,7982
0.72,Premium,F,SI2,61.1,59.0,1806
1.13,Premium,E,SI2,60.4,59.0,5316
1.0,Very Good,G,VS2,60.0,55.0,5385
1.01,Fair,G,SI1,60.4,62.0,4646
0.54,Ideal,G,VVS1,62.0,57.0,2030
0.33,Ideal,I,IF,61.6,55.0,694
1.0,Very Good,F,SI1,63.4,61.0,4939
0.82,Ideal,D,VS2,61.9,56.0,4628
0.6,Ideal,E,SI1,61.2,57.0,2069
0.93,Good,D,SI2,63.4,59.0,3540
1.51,Very Good,E,SI2,61.1,60.0,9343
0.5,Very Good,G,SI1,60.6,56.0,1202
0.9,Premium,F,SI1,61.7,62.0,3936
0.36,Premium,F,VS2,62.0,59.0,807
1.51,Good,J,VS1,63.5,60.0,7848
0.7,Ideal,G,VS1,60.6,57.0,3384
0.9,Good,F,SI1,63.6,59.0,3881
0.39,Very Good,G,VS2,60.4,61.0,734
0.5,Premium,G,VVS2,59.6,60.0,1935
0.91,Very Good,D,VS2,62.7,59.0,4720
0.57,Good,H,SI1,63.1,54.0,1218
0.58,Premium,I,VVS1,62.6,59.0,1636
0.54,Ideal,F,SI1,61.3,55.0,1385
0.41,Ideal,H,SI1,61.3,55.0,1056
0.32,Ideal,G,VVS1,62.4,55.0,842
0.57,Very Good,E,VS1,62.9,56.0,1942
0.32,Ideal,H,VS1,61.8,53.0,516
1.02,Ideal,H,SI2,62.0,56.0,3713
1.03,Very Good,H,VS1,61.9,59.0,6294
0.41,Ideal,D,VS2,62.2,54.0,1076
0.4,Very Good,D,SI2,63.1,57.0,798
0.37,Good,H,VS2,63.1,55.0,584
1.13,Premium,G,SI2,60.0,61.0,4518
0.72,Ideal,G,VS1,61.7,56.0,3478
0.52,Ideal,D,VS2,61.8,55.0,1822
0.28,Ideal,F,VVS2,61.6,55.0,612
1.09,Premium,H,VS2,60.0,56.0,5677
1.01,Very Good,H,VS2,61.6,60.0,5204
0.42,Premium,G,VVS1,62.7,58.0,1179
1.07,Ideal,E,VVS2,61.4,56.0,10043
0.32,Very Good,F,VVS2,63.8,55.0,701
0.31,Very Good,H,SI1,61.1,55.0,446
0.7,Ideal,G,VS1,61.2,57.0,3140
0.51,Ideal,G,VS1,61.7,55.0,1656
0.41,Premium,D,SI2,62.3,61.0,818
0.52,Ideal,H,VVS1,62.1,53.8,1767
0.33,Ideal,G,SI1,61.3,56.0,631
0.7,Ideal,I,VVS1,61.8,56.0,2966
1.31,Very Good,J,VS1,63.7,55.0,6101
0.33,Premium,D,VS2,61.2,58.0,781
1.03,Premium,E,VS1,62.4,58.0,7778
0.32,Ideal,D,VS2,62.6,57.0,758
0.31,Premium,G,SI1,61.4,58.0,593
1.02,Ideal,E,SI2,62.4,55.0,4478
1.33,Very Good,J,VS2,63.9,57.0,5913
0.33,Premium,G,VVS2,61.0,58.0,752
0.37,Premium,G,VS2,61.2,60.0,649
1.01,Premium,E,SI1,60.0,59.0,5973
0.38,Ideal,E,SI1,62.1,55.0,685
1.51,Premium,H,VS1,62.1,58.0,10775
1.05,Premium,G,VS1,61.1,59.0,7644
0.52,Ideal,G,VS2,61.3,56.0,1737
0.7,Premium,D,VS1,61.2,60.0,3425
1.06,Premium,J,SI2,61.3,60.0,3672
0.38,Premium,H,SI1,59.7,60.0,812
0.33,Ideal,F,IF,61.3,55.0,971
1.13,Ideal,H,I1,62.2,55.0,3678
0.75,Premium,I,VS2,60.0,57.0,2329
0.71,Premium,E,SI1,61.8,59.0,2817
0.58,Ideal,H,VS2,61.2,56.0,1755
0.41,Ideal,E,VS2,62.3,56.0,935
0.52,Ideal,G,VS1,61.8,55.0,1689
0.47,Ideal,I,VVS1,61.0,56.0,1050
0.31,Ideal,H,VVS1,61.5,56.0,907
1.3,Premium,H,SI2,60.1,57.0,6406
1.11,Ideal,G,VS2,61.4,56.0,7443
1.01,Premium,H,SI2,59.6,60.0,3732
1.01,Very Good,E,SI2,63.1,61.0,4118
1.26,Good,I,SI2,63.7,58.0,4953
0.42,Ideal,D,VVS1,61.6,56.0,1621
1.02,Good,F,VS2,64.2,59.0,6397
0.43,Ideal,H,VVS2,62.3,55.0,943
0.3,Premium,G,SI2,62.7,55.0,452
0.51,Premium,G,VS1,62.0,52.0,1781
0.56,Ideal,G,VVS2,62.0,54.0,1949
0.33,Ideal,D,VS1,60.9,57.0,957
0.72,Ideal,E,VS2,62.0,57.0,2843
1.23,Ideal,I,SI2,62.3,55.0,4773
1.08,Premium,E,VS2,59.4,59.0,7548
1.11,Ideal,J,VS1,61.7,57.0,4854
0.3,Very Good,F,VVS2,64.2,56.0,613
0.49,Premium,G,VS2,61.0,59.0,1225
1.52,Very Good,G,SI2,60.9,57.0,8151
0.79,Ideal,H,IF,61.3,56.0,4046
0.56,Ideal,E,SI1,60.9,56.0,1580
0.36,Very Good,G,VVS2,61.9,58.0,821
1.51,Very Good,J,VS2,60.2,59.0,7418
0.36,Premium,F,SI1,61.1,59.0,600
0.34,Ideal,E,VVS2,60.9,56.0,838
1.09,Premium,H,SI1,59.5,58.0,5706
1.01,Premium,G,SI2,59.4,60.0,4022
1.02,Good,H,SI2,64.3,60.0,3713
0.41,Very Good,E,SI1,62.8,59.0,755
0.36,Premium,F,VS2,61.4,58.0,932
0.4,Premium,D,SI1,61.6,58.0,990
1.0,Premium,E,SI2,61.2,60.0,4620
0.73,Premium,F,SI1,60.6,59.0,2190
0.57,Ideal,E,VS2,60.8,56.0,1919
0.71,Ideal,E,VVS2,61.2,57.0,4030
0.77,Ideal,E,SI2,62.4,56.0,2677
0.31,Ideal,E,VVS1,62.1,55.0,853
0.51,Very Good,D,VS2,63.2,56.0,1722
0.3,Ideal,F,VS1,61.6,54.7,652
1.2,Very Good,I,SI1,61.2,62.0,5226
0.9,Very Good,I,VS2,59.9,58.0,3709
0.25,Very Good,E,VVS1,59.7,58.0,575
0.32,Ideal,E,VVS2,60.9,55.0,837
0.3,Ideal,H,VS2,62.3,57.0,491
0.81,Ideal,H,VVS2,62.0,57.0,3497
0.51,Good,I,SI1,63.1,56.0,959
0.4,Ideal,E,VVS1,62.8,57.0,1397
0.71,Ideal,E,SI1,62.4,56.0,2681
0.41,Ideal,E,VVS2,62.2,54.0,1187
0.9,Premium,H,VS2,60.6,60.0,4044
0.8,Ideal,F,VS2,61.3,55.0,3913
0.39,Premium,F,VS1,62.0,56.0,1010
0.32,Premium,D,VS2,61.7,58.0,972
1.01,Premium,F,VS1,60.4,59.0,7409
1.2,Premium,G,VVS2,61.2,58.0,10053
0.3,Ideal,F,VVS1,61.6,55.0,814
0.5,Very Good,F,VVS1,63.5,60.0,1978
1.02,Ideal,H,SI2,61.8,55.0,4207
1.15,Ideal,G,VVS1,62.7,56.0,10644
0.3,Very Good,D,SI2,61.0,61.0,447
0.42,Ideal,D,VS1,62.3,57.0,1350
0.7,Premium,I,VS1,61.7,61.0,2234
1.01,Premium,F,VS2,60.4,59.0,6271
1.06,Ideal,H,SI2,60.6,59.0,4267
0.3,Ideal,D,SI1,61.0,54.0,552
0.3,Ideal,F,VS2,62.9,57.0,776
0.5,Ideal,E,VS2,61.3,57.0,1746
0.83,Ideal,E,SI1,61.5,55.0,4024
0.54,Premium,E,VS2,60.7,56.0,1760
0.55,Ideal,D,SI2,60.9,57.0,1363
0.9,Ideal,F,SI1,62.5,56.0,4054
0.73,Ideal,I,VS2,61.3,56.0,2756
0.53,Ideal,F,VVS2,62.2,54.0,2175
0.31,Premium,G,VS2,61.2,59.0,471
0.3,Very Good,E,VS2,62.1,62.0,575
0.9,Good,I,VVS1,63.9,63.0,3741
1.06,Premium,D,VS2,62.3,59.0,7541
0.3,Ideal,H,VVS2,62.4,56.0,590
1.36,Ideal,G,VS1,61.0,56.0,10455
0.92,Very Good,D,SI2,62.4,60.0,4168
0.53,Very Good,E,VVS2,60.7,59.0,2297
1.01,Premium,E,VS2,59.5,60.0,5882
0.51,Premium,G,VS2,62.2,57.0,1546
0.31,Premium,J,VS1,60.7,60.0,523
0.77,Premium,H,SI1,61.6,60.0,2457
1.27,Premium,E,VS2,61.2,59.0,9086
0.4,Premium,E,VS1,62.8,59.0,1125
0.7,Premium,D,SI2,60.4,60.0,2596
0.43,Ideal,I,VS1,62.2,53.0,789
1.01,Very Good,E,VVS1,63.1,57.0,10891
0.7,Very Good,E,SI2,60.8,57.0,2324
0.52,Ideal,I,IF,60.2,56.0,1988
1.2,Premium,H,SI2,62.3,59.0,5846
0.34,Premium,G,VS2,60.3,59.0,596
0.7,Premium,I,SI2,62.1,60.0,1724
0.9,Good,G,VS2,64.0,59.0,3801
0.31,Very Good,I,SI1,60.7,60.0,408
1.68,Premium,J,SI2,59.2,57.0,7652
0.27,Ideal,I,VVS2,61.2,56.0,587
0.33,Ideal,E,VS2,62.1,57.0,723
0.32,Ideal,H,VS1,61.0,56.0,580
0.5,Very Good,D,SI2,61.9,56.0,1167
0.3,Ideal,E,SI1,62.1,56.0,499
0.38,Ideal,E,VVS2,61.8,54.2,1073
0.83,Ideal,H,VS2,61.3,54.0,3027
0.31,Premium,G,SI1,62.6,58.0,462
0.41,Very Good,G,SI2,63.4,58.0,784
0.52,Ideal,F,SI1,62.0,53.0,1223
0.9,Ideal,I,VS1,62.9,58.0,3867
1.01,Premium,G,SI2,60.1,60.0,4270
1.01,Good,D,VS2,64.2,60.0,6176
0.54,Ideal,H,VVS1,61.7,57.0,1944
1.66,Very Good,H,SI1,62.8,56.0,10134
0.41,Very Good,F,VS2,62.6,58.0,863
1.01,Premium,G,SI2,59.1,59.0,4242
0.57,Ideal,I,SI1,62.5,55.0,1173
1.08,Ideal,H,SI1,62.2,57.0,4333
1.0,Very Good,F,VS1,60.1,63.0,6910
0.62,Premium,G,VS1,59.8,58.0,1933
0.38,Ideal,F,VVS1,62.2,57.0,1200
1.01,Very Good,F,VVS2,61.8,58.0,8922
0.72,Good,D,VS2,64.0,54.0,2827
1.06,Premium,G,SI1,59.6,58.0,4903
0.52,Ideal,E,SI2,62.9,56.0,1229
0.3,Very Good,I,SI1,62.6,57.0,405
0.8,Very Good,D,SI2,62.5,59.0,2862
1.5,Good,H,SI2,64.2,56.0,7291
0.71,Very Good,J,SI1,59.7,57.0,1979
0.7,Premium,F,SI1,62.8,59.0,2348
0.42,Ideal,I,IF,61.7,55.0,961
1.0,Premium,G,SI1,62.7,59.0,5292
0.29,Premium,F,SI1,62.4,58.0,518
0.3,Ideal,F,VVS1,61.1,55.0,1041
0.41,Good,E,VVS2,63.1,58.0,1060
1.06,Very Good,G,VS2,63.1,59.0,6325
1.01,Very Good,J,SI2,63.3,53.0,3088
0.51,Very Good,G,VS2,62.7,57.0,1438
1.5,Good,I,SI1,61.1,63.0,8254
0.92,Premium,H,SI2,60.4,59.0,3174
0.31,Ideal,D,VVS2,62.4,54.0,815
0.38,Ideal,E,VVS1,61.5,56.0,1154
0.93,Very Good,E,SI2,63.0,58.0,3746
0.5,Ideal,F,SI2,60.9,57.0,1094
0.32,Ideal,F,VS2,61.3,57.0,645
1.0,Very Good,G,VS2,63.8,58.0,6389
0.9,Fair,E,SI1,59.2,60.0,4220
0.8,Good,G,VS2,64.2,58.0,2753
0.75,Good,E,VS1,63.1,55.0,3231
0.9,Good,F,SI1,63.6,55.0,4712
0.43,Good,E,VS1,59.9,61.0,970
0.3,Ideal,E,VS2,62.3,56.0,603
0.5,Ideal,G,VVS2,60.5,55.0,1935
0.3,Ideal,I,VS2,61.5,58.0,438
0.76,Premium,D,SI1,61.6,59.0,2942
0.32,Premium,H,VS2,60.6,58.0,648
0.53,Very Good,G,VS1,60.2,55.0,1722
0.32,Ideal,G,VVS1,62.4,55.0,1080
0.34,Premium,G,VVS2,61.7,56.0,995
0.42,Ideal,D,VVS1,61.8,56.0,1547
0.9,Ideal,E,SI2,61.9,54.0,3958
0.33,Very Good,G,VS2,59.3,61.0,579
1.01,Good,F,VVS2,62.7,61.0,7915
0.26,Very Good,E,VS1,60.7,59.0,453
0.41,Ideal,F,VS2,61.8,56.0,863
1.03,Very Good,J,VS1,63.4,58.0,4292
0.58,Ideal,F,VVS2,62.5,56.0,2401
0.5,Good,E,SI2,63.1,58.0,1077
0.92,Very Good,G,SI1,62.5,60.0,3986
0.36,Premium,D,SI1,61.4,58.0,851
1.01,Very Good,D,SI2,61.8,60.0,4588
0.31,Ideal,D,VS2,61.2,55.0,942
0.71,Good,E,SI2,64.0,56.0,1816
1.52,Ideal,H,SI1,61.5,58.0,10589
1.51,Very Good,F,SI1,63.2,57.0,9417
0.51,Ideal,E,VVS1,62.4,55.0,2317
1.04,Very Good,I,SI1,63.2,54.0,4193
0.41,Premium,D,SI1,60.5,60.0,791
0.75,Good,D,SI1,64.1,54.0,2608
1.22,Premium,E,SI2,60.5,60.0,4974
1.52,Fair,H,SI1,61.2,60.0,8818
0.61,Ideal,G,VS1,61.6,55.0,2166
0.7,Premium,G,SI1,59.1,59.0,2042
0.71,Good,F,SI2,63.6,60.0,2072
0.23,Very Good,E,VVS1,61.9,58.0,472
0.9,Very Good,D,SI1,61.9,55.0,4514
0.3,Very Good,D,SI1,63.4,54.0,662
0.41,Premium,J,VS2,61.9,59.0,611
0.3,Premium,I,VS1,61.9,59.0,527
0.71,Ideal,D,VS2,61.2,57.0,4029
1.23,Very Good,G,SI2,61.0,63.0,4477
0.9,Very Good,E,VS2,62.2,59.0,4580
0.41,Ideal,G,SI1,61.2,56.0,788
1.07,Premium,D,VS2,61.3,59.0,7751
0.73,Ideal,G,SI1,62.1,54.0,2351
0.7,Good,F,VS1,59.1,62.0,2877
0.32,Ideal,E,SI1,61.9,55.0,559
0.51,Ideal,G,SI1,61.6,56.0,1281
0.9,Good,E,SI1,63.9,57.0,3795
1.51,Premium,H,SI1,59.9,60.0,9261
1.5,Premium,H,VS2,62.2,58.0,10291
0.31,Good,E,SI1,63.1,57.0,544
0.36,Ideal,G,VS1,61.1,55.0,746
0.3,Good,J,VS1,63.4,57.0,394
1.2,Ideal,I,VS1,62.1,57.0,6324
0.96,Very Good,D,SI2,60.2,63.0,3419
0.38,Ideal,D,VS2,60.7,56.0,808
0.92,Very Good,E,VS1,60.9,61.0,5453
1.13,Premium,G,VVS2,61.4,58.0,8019
0.34,Premium,G,VS2,61.8,58.0,596
0.38,Premium,D,SI1,60.7,60.0,941
0.42,Good,G,SI1,63.2,57.0,737
1.12,Ideal,F,VVS2,60.4,56.0,10236
1.2,Ideal,J,VS2,61.8,55.0,5318
0.91,Good,G,SI1,63.1,63.0,3506
1.51,Very Good,H,SI1,59.9,55.0,9218
0.41,Very Good,E,SI1,59.3,61.0,705
0.55,Premium,H,VVS1,61.1,57.0,1980
0.32,Premium,H,VS1,62.4,58.0,720
0.4,Premium,G,VS2,61.9,58.0,753
1.01,Premium,G,SI1,59.8,58.0,4719
0.56,Very Good,D,SI1,63.9,56.0,1578
0.68,Premium,H,SI1,59.5,59.0,1666
1.3,Premium,H,VS1,61.5,58.0,7714
0.6,Premium,D,SI1,61.5,52.0,1814
0.34,Very Good,E,SI1,63.3,57.0,714
1.03,Ideal,G,SI2,62.8,54.0,4557
0.46,Ideal,D,VS2,62.7,57.0,1388
1.01,Fair,G,I1,64.5,56.0,2287
0.35,Good,E,VS1,63.1,56.0,663
0.3,Premium,F,VVS1,62.0,59.0,868
0.55,Ideal,E,VS1,61.1,55.0,2079
0.4,Ideal,I,IF,62.4,56.0,1050
1.13,Premium,D,SI2,60.9,59.0,5133
0.31,Very Good,G,VS1,62.4,59.0,625
0.54,Ideal,G,VVS2,61.9,57.0,1981
0.4,Good,G,SI2,63.2,56.0,596
1.0,Ideal,E,VS2,62.0,56.0,6871
0.75,Premium,F,SI1,61.5,58.0,2683
1.04,Ideal,G,VS1,61.8,56.0,7467
1.01,Very Good,D,SI2,62.2,60.0,4588
0.7,Ideal,E,SI1,60.1,57.0,2929
0.62,Ideal,G,VVS2,61.6,56.0,2861
0.31,Ideal,H,VVS1,62.0,55.0,671
0.59,Ideal,E,SI2,62.5,57.0,1305
0.31,Premium,F,VS2,61.6,58.0,625
0.31,Ideal,D,SI1,61.4,55.0,732
0.41,Ideal,J,VVS1,62.0,57.0,775
0.92,Good,D,SI2,63.3,59.0,3891
1.07,Premium,G,VS2,61.9,58.0,6779
0.72,Ideal,F,SI2,62.0,57.0,1743
0.54,Ideal,D,SI1,62.1,56.0,1662
0.8,Ideal,G,SI1,60.8,57.0,2699
0.9,Very Good,G,VS1,62.3,60.0,4540
0.36,Ideal,G,VS1,61.4,56.0,949
1.01,Ideal,H,SI1,60.2,56.0,4191
0.41,Ideal,H,IF,61.8,55.0,1187
0.4,Premium,D,VS1,62.5,60.0,1123
0.31,Ideal,G,VVS1,61.4,57.0,772
1.0,Premium,H,VS2,61.5,61.0,5000
0.4,Ideal,E,VS1,62.3,56.0,1125
1.0,Very Good,D,SI1,60.5,58.0,5755
0.74,Ideal,H,IF,60.9,57.0,3760
1.35,Very Good,H,VVS2,63.1,56.0,8644
1.1,Ideal,H,VS1,62.3,55.0,6586
1.26,Ideal,E,SI2,62.4,57.0,4939
1.05,Very Good,D,SI1,59.3,58.0,6063
1.52,Ideal,F,SI2,61.8,58.0,10316
1.23,Very Good,F,VS1,60.8,58.0,10276
0.41,Ideal,E,VS2,61.6,55.0,935
1.01,Premium,J,SI2,61.2,59.0,3733
0.75,Very Good,F,VVS2,61.1,55.0,3551
1.09,Ideal,G,I1,61.0,56.0,3614
1.01,Premium,D,SI1,62.7,58.0,4909
0.52,Ideal,E,VS2,61.0,57.0,1644
0.43,Ideal,G,IF,61.3,56.0,1318
0.96,Very Good,H,VS2,61.2,57.0,4136
0.3,Very Good,G,VVS1,63.4,56.0,1013
0.42,Very Good,D,SI2,60.0,61.0,700
1.5,Good,G,SI2,63.6,58.0,6552
0.9,Premium,F,SI1,62.6,60.0,3881
0.31,Ideal,D,VVS2,61.9,55.0,777
1.21,Very Good,E,VS2,61.5,59.0,8886
